1	0.00061
2	0.00156
3	0.00086
4	0.00097
5	0.00448
6	0.00211
7	0.00018
8	0.00236
9	0.02103
10	0.00047
11	0.01478
12	0.00249
13	0.00908
14	0.00074
15	0.00066
16	0.00222
17	0.01485
18	0.01466
19	0.00016
20	0.00210
21	0.00256
22	0.00412
23	0.00371
24	0.00264
25	0.00162
26	0.00118
27	0.00219
28	0.00084
29	0.00177
30	0.00089
31	0.00229
32	0.00640
33	0.00158
34	0.00017
35	0.00294
36	0.01282
37	0.00579
38	0.00517
39	0.00152
40	0.00047
41	0.00169
42	0.00121
43	0.00477
44	0.00008
45	0.00246
46	0.00032
47	0.00262
48	0.00091
49	0.01777
50	0.00021
51	0.01719
52	0.00171
53	0.00199
54	0.00047
55	0.00399
56	0.00249
57	0.00040
58	0.00310
59	0.00150
60	0.03025
61	0.00723
62	0.00050
63	0.00175
64	0.00230
65	0.00612
66	0.00265
67	0.00451
68	0.00092
69	0.00014
70	0.00336
71	0.00326
72	0.02553
73	0.00421
74	0.00151
75	0.02142
76	0.00369
77	0.00897
78	0.00741
79	0.00162
80	0.00483
81	0.00342
82	0.00612
83	0.00411
84	0.00558
85	0.00187
86	0.00071
87	0.00358
88	0.00272
89	0.00264
90	0.00175
91	0.00450
92	0.00100
93	0.00738
94	0.00672
95	0.00230
96	0.00161
97	0.00061
98	0.00308
99	0.00094
100	0.00277
101	0.00334
102	0.00138
103	0.01538
104	0.00517
105	0.00351
106	0.00024
107	0.02628
108	0.01538
109	0.00085
110	0.00016
111	0.00115
112	0.00715
113	0.00271
114	0.00287
115	0.00332
116	0.00146
117	0.00366
118	0.00296
119	0.00050
120	0.00132
121	0.00047
122	0.01940
123	0.00103
124	0.00252
125	0.00508
126	0.00628
127	0.00594
128	0.00122
129	0.00061
130	0.00052
131	0.00253
132	0.00064
133	0.00267
134	0.00373
135	0.00621
136	0.00069
137	0.00000
138	0.00360
139	0.00262
140	0.00077
141	0.00311
142	0.00622
143	0.00120
144	0.00194
145	0.00466
146	0.00249
147	0.00430
148	0.00959
149	0.00558
150	0.00252
151	0.00037
152	0.00422
153	0.00041
154	0.00166
155	0.00321
156	0.00132
157	0.00097
158	0.00202
159	0.01439
160	0.00029
161	0.00701
162	0.00096
163	0.01057
164	0.00099
165	0.00063
166	0.00256
167	0.01055
168	0.00141
169	0.00946
170	0.00267
171	0.01002
172	0.00158
173	0.00252
174	0.00504
175	0.00276
176	0.00270
177	0.00610
178	0.01193
179	0.00469
180	0.00054
181	0.00270
182	0.00032
183	0.00228
184	0.01022
185	0.00048
186	0.00511
187	0.00194
188	0.00311
189	0.00093
190	0.00005
191	0.00291
192	0.00198
193	0.00053
194	0.00363
195	0.00374
196	0.00451
197	0.00070
198	0.00280
199	0.00909
200	0.00095
201	0.00164
202	0.00844
203	0.00242
204	0.00036
205	0.01071
206	0.00048
207	0.00920
208	0.00058
209	0.00240
210	0.00114
211	0.00137
212	0.00120
213	0.00680
214	0.00332
215	0.00519
216	0.00211
217	0.00394
218	0.00341
219	0.00199
220	0.00170
221	0.00077
222	0.00294
223	0.00651
224	0.00081
225	0.00218
226	0.00530
227	0.00419
228	0.00351
229	0.00196
230	0.00109
231	0.00295
232	0.00719
233	0.00218
234	0.00024
235	0.00462
236	0.00071
237	0.00220
238	0.00083
239	0.00437
240	0.00005
241	0.00049
242	0.00109
243	0.00810
244	0.00116
245	0.00459
246	0.00070
247	0.00201
248	0.00266
249	0.00725
250	0.00544
251	0.00211
252	0.00252
253	0.00125
254	0.00054
255	0.00104
256	0.00728
257	0.00035
258	0.00544
259	0.00480
260	0.00030
261	0.00384
262	0.00374
263	0.01064
264	0.00267
265	0.00288
266	0.00519
267	0.00272
268	0.00305
269	0.00212
270	0.00019
271	0.00391
272	0.00269
273	0.00067
274	0.00007
275	0.00259
276	0.00063
277	0.00210
278	0.00018
279	0.00117
280	0.00165
281	0.00845
282	0.00039
283	0.00160
284	0.00022
285	0.00525
286	0.00235
287	0.01522
288	0.00378
289	0.00001
290	0.00140
291	0.00014
292	0.00526
293	0.00531
294	0.00128
295	0.00010
296	0.00407
297	0.00148
298	0.00385
299	0.00310
300	0.00056
301	0.00459
302	0.00687
303	0.00748
304	0.00074
305	0.00274
306	0.00109
307	0.00000
308	0.00000
309	0.00014
310	0.00127
311	0.00059
312	0.00332
313	0.00179
314	0.00145
315	0.00003
316	0.00244
317	0.00301
318	0.00074
319	0.00029
320	0.00070
321	0.00476
322	0.00006
323	0.00311
324	0.00023
325	0.00000
326	0.00418
327	0.00028
